"refNum","Стара оферта","EUR","Нощувки","Score","t","p","n","d","Оператор","spo (ID при оператора)","PV id","PV EUR","PV заглавие"
"Е692","Екскурзия в Унгария – Будапеща (специална ваканционна програма)","389","3","0.7","0.5","1","1","0.5","Bohemia","6000003916","21-6000003916","389.00","Екскурзия в УНГАРИЯ - БУДАПЕЩА - Специална ваканционна програма за туристи над 55 години и приятели!"
"П1043","Почивка в тюркоазена Сардиния (полет от София)","486","7","0.695","1","0","1","0.75","Abax.bg","2976","109-2976","702.00","Почивка в тюркоазена Сардиния - полет от София"
"Е174","Екскурзия до Банкок, Сингапур, Камбоджа и о-в Пукет","3090","12","0.692","1","0.4","0.5","0.2","Karta Holiday","50","98-50","2890.00","Екскурзия до Банкок, Сингапур, Камбоджа и о-в Пукет"
"Е501","Европейските столици – Будапеща, Братислава, Прага и Виена","355","4","0.691","0.75","0.7","1","0","Doris","210","111-210","360.00","Европейските столици преди Коледа - Будапеща, Братислава, Прага и Виена"
"Е455","Легенди от Румъния – Букурещ, Синая, Бран и Брашов","164","2","0.691","0.75","0.7","1","0","AdvenTour","441","138-441","169.00","Легенди от Румъния ✔️ Букурещ, Синая, Бран и Брашов ✔️ от Кюстендил и Перник"
"П1059","Почивка в Коста Брава (редовен полет)","553","7","0.69","0.5","1","1","0.4","OnexTour","182","94-182","553.00","Почивка в Коста Брава от София"
"П999","Алания – Лято 2026 (автобусна програма, 7 нощувки)","270","7","0.686","0.57","1","1","0","Belprego Travel","1151","121-1151","270.47","Ранни записвания Алания Лято 2026 от София - Автобусна програма 7 нощувки"
"П1038","Автентична Сицилия (Torre Normanna 4★) + 6 екскурзии","1022","7","0.686","0.57","1","1","0","Abax.bg","3007","109-3007","1021.56","АВТЕНТИЧНА СИЦИЛИЯ - Torre Normanna 4* + БОНУС 6 включени екскурзии - полет от София"
"Е618","Почивка в Испания – остров Майорка","784","7","0.682","0.75","0.4","1","0.75","Profi Tours","719564654","141-719564654","859.00","Почивка в Испания - остров Майорка 2026 г."
"П1162","Златна Испания – Почивка в Коста Дорада 2026","471","7","0.68","1","0","1","0.6","Abax.bg","2903","109-2903","690.24","ЗЛАТНА ИСПАНИЯ - Почивка в Коста Дорада 2026"
"Е529","Екскурзия в Италия – уикенд в Болоня (Емилия Романя), самолет","357","3","0.68","1","0","1","0.6","Bohemia","6000004844","21-6000004844","599.00","Екскурзия в ИТАЛИЯ – уикенд в Болоня, ЕМИЛИЯ РОМАНЯ, със самолет, на български език!"
"П1035","Ексклузивно Мароко 2026 – имперските столици (кацане във Фес)","1125","7","0.678","0.56","1","1","0","Abax.bg","3042","109-3042","1124.84","ЕКСКЛУЗИВНО МАРОКО - ИМПЕРСКИТЕ СТОЛИЦИ - от Фес до Маракеш - хотели 3*/4* - 09.10, 23.10"
"Е540","Екскурзия в Китай – тайните на Изтока с посещение на Шаолин","3389","12","0.676","0.83","0.4","1","0.27","Bohemia","6000004099","21-6000004099","3196.00","Екскурзия в КИТАЙ – тайните на Изтока, с посещение на манастира Шаолин!"
"Е597","Екскурзия в Армения – Ереван, природа, култура и древни традиции (самолет)","779","4","0.67","1","0","1","0.5","Bohemia","6000005214","21-6000005214","959.00","Екскурзия в АРМЕНИЯ - Ереван - природа, култура и древни традиции - със самолет, на български език!"
"Е518","Най-доброто от Италия – Милано, Пиза, Флоренция, Рим","1124","6","0.669","0.54","1","1","0","Bohemia","6000002374","21-6000002374","1124.00","Най-доброто от Италия - &gt; Милано – Генуа – Пиза – Флоренция  – Сиена – Орвието – Рим, със самолет, на български език! Отстъпки за ранни записвания!"
"П723","Почивка в Тунис (самолет от София, сряда, 7 нощувки)","366","7","0.667","0.4","1","1","0.67","Emerald Travel","1609","123-1609","369.09","ЕКСКЛУЗИВНИ ОТСТЪПКИ - Почивка в Тунис със самолет от София - 7 нощувки"
"Е706","Природен феномен Метеора – Катерини Паралия – Солун","148","2","0.664","0.67","0.7","1","0.14","AnaTravel","313","26-313","145.00","Екскурзия до Метеора, Паралия Катерини и Солун"
"П1097","Слънчева Андалусия 2026 – Почивка в Коста дел Сол","432","7","0.663","1","0","1","0.43","Abax.bg","2879","109-2879","814.49","СЛЪНЧЕВА АНДАЛУСИЯ 2026 - Почивка в Коста дел Сол"
"Е603","Екскурзия в Китай, Хон Конг и Макао с посещение на Шаолин – с водач от България","2869","8","0.661","0.5","1","1","0.11","Bohemia","6000005069","21-6000005069","2869.00","Екскурзия в КИТАЙ - Китай, Хонконг и Макао, с посещение на манастира Шаолин - с водач от България!"
"П1099","Португалия от А до Я 2026 (полет от София)","1202","7","0.66","1","0","1","0.4","Abax.bg","3003","109-3003","915.21","Португалия от А до Я 2026 - полет от София - хотели 3*/4*"
"Е396","Страната на баските – със самолет, на български език","1277","7","0.65","0.5","1","1","0","Bohemia","6000002552","21-6000002552","1277.00","Страната на баските - със самолет, на български език! Гарантирани места!"
"П1125","Мини почивка на Олимпийска Ривиера (Cronwell Platamon 5★)","339","3","0.65","0.5","1","1","0","WelcomeTravel","7933","19-7933","339.00","МИНИ ПОЧИВКА НА ОЛИМПИЙСКА РИВИЕРА, ГЪРЦИЯ - 23.09"
"П829","Почивка в Анталия (полет от Пловдив)","696","7","0.65","0.5","1","1","0","OnexTour","235","94-235","691.00","Почивка в Лара, Турция с полет от Пловдив до Анталия"
"Е559","Милано и италианските езера","530","3","0.65","0.5","1","1","0","Doris","255","111-255","530.10","Милано и италиански езера"
"Е234","Виена – Будапеща","320","3","0.65","0.4","1","1","0.5","GlobalTour","30","68-30","319.00","Екскурзия до Виена, Будапеща и Братислава - 3 европейски столици"
"Е396","Страната на баските (самолет, на български)","1277","7","0.65","0.5","1","1","0","Bohemia","6000002552","21-6000002552","1277.00","Страната на баските - със самолет, на български език! Гарантирани места!"
"Е666","Формула 1 Гран При в Абу Даби 2026 (от София)","1400","3","0.65","0.4","1","1","0.5","Belprego Travel","1098","121-1098","1400.00","FORMULA 1 GRAND PRIX в Абу Даби 2026 от София"
"Е569","Перлите на Адриатика – екскурзия с автобус (Черна Гора)","329","3","0.65","0.5","1","1","0","Bohemia","6000001318","21-6000001318","329.00","Перлите на Адриатика - екскурзия с автобус"
"Е456","Легенди от Румъния – Букурещ, Синая, Бран и Брашов (втора програма)","164","2","0.649","0.67","0.7","1","0","AdvenTour","441","138-441","169.00","Легенди от Румъния ✔️ Букурещ, Синая, Бран и Брашов ✔️ от Кюстендил и Перник"
"П1061","Аристократична Емилия Романа – почивка в Римини","523","7","0.64","1","0","1","0.2","Abax.bg","2970","109-2970","722.46","Аристократична Емилия Романа - почивка в Римини"
"П1163","Лазурното сърце на Коста Бланка – Почивка в Бенидорм","594","7","0.637","1","0","1","0.17","Abax.bg","2904","109-2904","903.45","Лазурното сърце на Коста Бланка - Почивка в Бенидорм"
"П1121","Почивка в Чешме (самолет от София, 7 нощувки)","573","7","0.633","0.4","1","1","0.33","Emerald Travel","1025","123-1025","572.87","Почивка в Чешме, Турция със самолет от София до Измир в сряда - 7 нощувки"
"П987","Сиде – Лято 2026 (самолет, събота, 7 нощувки)","427","7","0.632","0.8","0.4","1","0","AQUA TOUR","1864","97-1864","404.00","СИДЕ - ЛЯТО 2026 САМОЛЕТНА ПРОГРАМА - ДЕН  СЪБОТА  - 7 НОЩУВКИ"
"П1113","Перлите на Сардиния и Корсика + бонус 5 екскурзии","1026","7","0.632","0.8","0.4","1","0","Abax.bg","3184","109-3184","941.29","Перлите на Сардиния и Корсика + БОНУС 5 екскурзии от Варна"
"Е252","Почивка на остров Закинтос – перлата на Йонийските острови","522","7","0.627","0.45","1","1","0","AnaTravel","831","26-831","522.00","Почивка на Остров Закинтос - Перлата на Йонийските острови, с възможност за посещение на остров Кефалония седем нощувки със закуски и вечери"
"П1056","Почивка в Кемер (самолет от София, петък, 7 нощувки)","406","7","0.625","0.4","1","1","0.25","Emerald Travel","569","123-569","406.06","Почивка в Кемер, Турция със самолет от София в Неделя - 7 нощувки"
"П1085","Почивка в Пукет, Тайланд (редовен полет, 7 нощувки)","1266","9","0.623","0.5","1","0.5","0.33","OnexTour","619","94-619","1278.00","Почивка в Пукет, Тайланд от София 7 + 1 нощувки"
"П1048","8 дни в Анталия – турската ривиера (полет от София)","454","7","0.622","0.67","0.4","1","0.57","Abax.bg","2988","109-2988","417.73","8 дни в Анталия - Турската ривиера Ви очаква с полет от София 2026"
"П938","Почивка на остров Тасос – 5 нощувки (Ntinas Filoxenia 4★)","393","5","0.622","0.44","1","1","0","Bohemia","1100020036","21-1100020036","392.60","Почивка на остров Тасос - 5 нощувки със закуски и вечери - хотел &quot;Ntinas Filoxenia&quot; 4* - с организиран транспорт!"
"П1117","Почивка в Алания (самолет от София, 7 нощувки)","373","7","0.615","0.67","0.4","1","0.5","Doris","851","111-851","411.61","Почивка в Алания с чартърен полет от София"
"Е730","Златният триъгълник на Индия – Делхи, Джайпур и Агра (5★ хотели)","1950","7","0.612","1","0.4","0","0","AVIVA TRAVEL","4740","183-4740","1800.00","ИНДИЯ - ДЕЛХИ, ДЖАЙПУР и АГРА (Златният триъгълник)"
"Е507","Исландия – страната на елфите, троловете и северното сияние","2370","5","0.607","0.75","0.4","1","0","Rual Travel","3849","31-3849","2101.00","Исландия - страната на елфите, троловете и северното сияние - октомври 2026"
"П951","Почивка в Хургада, Египет – със самолет от София","461","7","0.6","0.33","1","1","0.33","OnexTour","615","94-615","465.00","Почивка в Хургада с чартър от София - ПРОМО ЦЕНИ"
"Е517","Съкровищата на Испания – със самолет, на български език","1139","7","0.6","0.4","1","1","0","Bohemia","6000002906","21-6000002906","1139.00","Съкровищата на Испания - със самолет, на български език! Отстъпки за ранни записвания!"
"П771","Почивка на Олимпийска Ривиера (автобус, 7 нощувки)","268","7","0.6","0.4","1","1","0","Emerald Travel","640","123-640","267.88","Почивка на Олимпийска Ривиера, Гърция с автобус от Пловдив и София - 7 нощувки"
"П934","Почивка в Италия – Сицилия (хотел Orizzonte 4★)","689","7","0.6","0.4","1","1","0","Abax.bg","3000","109-3000","691.78","СИЦИЛИЯ ОТ А ДО Я - ДУШАТА НА ИТАЛИЯ - полет от София"
"Е560","Милано и италианските езера (втора програма)","530","3","0.6","0.4","1","1","0","Doris","255","111-255","530.10","Милано и италиански езера"
"П985","Белек – Лято 2026 (самолет, събота, 7 нощувки)","396","7","0.595","0.33","1","1","0.29","ToursClub","241","44-241","394.00","Почивка в Белек 2026: Самолетна програма със 7 нощувки от София"
"П1090","Почивка в Кушадасъ 2026 (самолет от София до Измир)","293","7","0.587","0.8","0","1","0.67","ToursClub","234","44-234","351.00","Почивка в Кушадасъ 2026: Самолетна програма със 7 нощувки с полет от София до Измир"
"Е672","Най-доброто от Южна Африка – от Кейптаун до сафари","3525","7","0.579","0.36","1","1","0","Bohemia","6000005031","21-6000005031","3525.00","НАЙ-ДОБРОТО ОТ ЮЖНА АФРИКА - От оживения град Кейптаун до неукротимата пустош на национален парк &quot;Крюгер&quot; - с водач от България!"
"Е636","Екскурзия в Испания – Великолепният Мадрид","619","3","0.572","0.67","0.4","0.5","0.67","Bohemia","6000003121","21-6000003121","669.00","Екскурзия в ИСПАНИЯ - Нова година в Мадрид - 4 НОЩУВКИ, със самолет, обслужване на български език!"
"П935","Почивка в Италия – Сицилия (хотел Sporting Baia 4★)","689","7","0.567","0.33","1","1","0","Abax.bg","3000","109-3000","691.78","СИЦИЛИЯ ОТ А ДО Я - ДУШАТА НА ИТАЛИЯ - полет от София"
"Е734","Най-доброто от Полша","919","7","0.567","0.33","1","1","0","Bohemia","6000005056","21-6000005056","919.00","Екскурзия &quot;Най-доброто от ПОЛША&quot; - Вроцлав, Познан, Гданск, Варшава  и Краков!"
"П924","Почивка в Анталия (полет от Бургас)","738","7","0.566","0.5","0.7","1","0","OnexTour","253","94-253","708.00","Почивка в Лара, Турция с полет от Бургас до Анталия"
"П1143","Почивка в Лара, Турция (самолет от Пловдив, петък)","745","7","0.557","0.6","0.4","1","0.25","OnexTour","235","94-235","691.00","Почивка в Лара, Турция с полет от Пловдив до Анталия"
"П945","Халкидики – Ситония, почивки на море (автобус)","385","7","0.55","0.3","1","1","0","Solvex TA","11687","43-11687","385.00","Халкидики - Ситония - почивки на море, Дати: Всяка събота от 23.05 до 19.09, автобусна почивка от София, Пловдив и Пазарджик"
"Е485","Коледа в Белград","329","3","0.549","0.33","0.7","1","0.67","Bohemia","6000002497","21-6000002497","315.00","Екскурзия в Сърбия - Нова година в Белград"
"П936","Почивка в Кемер 2025 (самолет от София, 7 нощувки)","298","7","0.545","0.25","1","1","0.2","Emerald Travel","1527","123-1527","297.26","Почивка в Тунис със самолет от София - 7 нощувки"
"Е684","Опознай Индия – Делхи, Агра, Джайпур, Джодхпур, Удайпур","2152","11","0.543","0.29","1","1","0","WelcomeTravel","1412","19-1412","2170.00","ОПОЗНАЙ ИНДИЯ"
"Е736","Дъхът на Краков","399","2","0.54","0.2","1","1","0.4","Bohemia","6000005307","21-6000005307","399.00","Екскурзия в ПОЛША - КРАКОВ на един дъх"
"П1123","Приказна почивка в Пулия (с екскурзия до Бари)","531","7","0.535","0.75","0","1","0.4","Abax.bg","2984","109-2984","738.31","Приказна почивка в Пулия с включена екскурзия на Бари"
"Е544","Дубай и Абу Даби – 5 нощувки + 4 екскурзии и 4 вечери включени","1100","5","0.535","0.33","1","0.5","0.29","Euphoria Travel","1218","184-1218","1099.00","Нова година в Израел - 4 нощувки с включени вечери"
"П1070","Почивка в Тенерифе (Alexandre Hotel Gala 4★)","1081","6","0.533","0.2","1","1","0.33","Emerald Travel","1639","123-1639","1081.23","Почивка в Испания - остров Тенерифе, директни чартъри от София - ALEXANDRE HOTELS"
"П1127","Почивка на Олимпийска Ривиера (автобус, 5 нощувки)","319","5","0.53","0.5","1","0","0","NovaTours","4","116-4","320.00","Почивки на Олимпийска ривиера - Лято 2026"
"Е411","Париж – любов и романтика (самолет, на български)","799","4","0.53","0.43","0.7","1","0","Bohemia","6000005518","21-6000005518","809.00","Екскурзия във ФРАНЦИЯ - Париж - любов и романтика! Директен полет от ВАРНА!"
"П1122","Мечтана Италия – Римини + бонус 5 екскурзии","954","7","0.525","0.2","1","1","0.25","Abax.bg","3209","109-3209","961.23","КАМПАНИЯ от А до Я с БОНУС 5 екскурзии"
"П726","Почивка в Алания (автобус от София, 7 нощувки)","242","7","0.525","0.25","1","1","0","Emerald Travel","67","123-67","240.91","Почивка в Бодрум, Турция с автобус от София - 7 нощувки"
"П733","Почивка в Алания (самолет от Пловдив, петък, 7 нощувки)","403","7","0.525","0.2","1","1","0.25","Emerald Travel","1553","123-1553","402.61","Почивка в Алания, Турция със самолет от Бургас - 7 нощувки"
"П1047","Романтиката на Френската ривиера и Лигурия + 6 екскурзии","711","7","0.52","0.8","0","1","0","Abax.bg","3079","109-3079","1006.22","Романтиката на Френската Ривиера и Лигурия + БОНУС 6 екскурзии"
"Е326","Прибалтика – новото лице на Европа","945","7","0.52","0.8","0","1","0","PREMIO TRAVEL","470","92-470","1175.46","ПРИБАЛТИКА – НОВОТО ЛИЦЕ НА ЕВРОПА – ПОЛЕТ ОТ БУРГАС"
"Е712","Йонийска мечта – Лефкада, Кефалония и Закинтос","305","4","0.516","0.4","0.7","1","0","Bohemia","6000002876","21-6000002876","319.00","Йонийска мечта"
"П1159","Перлите на Коста Дорада (+ 5 екскурзии)","936","7","0.516","0.4","0.7","1","0","Abax.bg","3095","109-3095","985.26","Перлите на Коста Брава с БОНУС 5 екскурзии"
"П1050","Тунис 2026 – 8 дни All Inclusive (полет от София)","388","7","0.5","0.17","1","1","0.17","OnexTour","580","94-580","387.00","Почивка в Римини от София"
"П455","Остров Крит – Лято 2026 (7 нощувки, самолет)","448","7","0.5","0.2","1","1","0","Solvex TA","11077","43-11077","451.00","Остров Крит - 7 нощувки, Дати: Всяка неделя от 31.05 до 04.10, самолетна почивка от София с полет до Хераклион"
"Е738","Мароко – Южна магия (8 дни)","1059","7","0.5","0.17","1","1","0.17","Bohemia","6000005413","21-6000005413","1059.00","Ваканция в МАРОКО - Маракеш и почивка в Агадир!"
"Е612","10 дни Исландия – земя на огън и лед","2957","9","0.494","0.43","1","0","0","2МКО","1737","20-1737","2950.15","ИСЛАНДИЯ - ЗЕМЯ ОТ ЛАВА И ЛЕД - УДЪЛЖЕН ВАРИАНТ."
"П946","Почивки на Халкидики – Ситония","421","7","0.492","0.4","0.4","1","0.6","Bohemia","1100005128","21-1100005128","398.08","Почивка в ГЪРЦИЯ - ХАЛКИДИКИ - 1-ви ръкав Касандра и 2-ри ръкав Ситония - 7 нощувки!"
"Е247","Плитвички езера, Постойна яма, езерото Блед – магията на Балканите","344","3","0.491","0.18","1","1","0","Rual Travel","3425","31-3425","347.00","Постойна - Плитвишки езера - Загреб - Любляна"
"Е593","Самолетна екскурзия до Рим (3 нощувки, панорамна обиколка с екскурзовод)","525","3","0.488","0.13","1","1","0.25","Bohemia","6000001575","21-6000001575","521.00","Екскурзия в ИТАЛИЯ - РИМ - сърцето на Империята, 3 нощувки със самолет и обслужване на български език!"
"П1072","Почивка в Тенерифе (Checkin Concordia Playa 4★)","962","6","0.483","0.1","1","1","0.33","Emerald Travel","1641","123-1641","962.00","Почивка в Испания - остров Тенерифе, директни чартъри от София - ALUA 4*"
"Е575","Дубай – вълнуваща обиколка на града за 6 дни","741","5","0.483","0.17","1","1","0","MarbroTours","179","63-179","743.00","Дубай: Рай в Ориента (6 дни)"
"Е667","Катар 2026 – Формула 1 Гран При (от Варна, 3 нощувки)","1248","3","0.483","0.17","1","1","0","Belprego Travel","1080","121-1080","1247.50","QATAR 2026 - FORMULA 1 GRAND PRIX - от Варна 3 Нощувки - хотел 4* - MAIN GRANDSTAND"
"Е669","Кунг Фу и Панди – Шанхай, Чънду, Сиан, Лоян, Пекин","2505","12","0.482","0.57","0.7","0","0","WelcomeTravel","1255","19-1255","2398.00","КУНГ ФУ И ПАНДИ ШАНХАЙ - ПЕКИН - 28.06"
"П980","Малдиви – райско приключение","2275","7","0.482","0.5","0.4","1","0","Karta Holiday","120","98-120","2490.00","Малдиви – Приключение в рая"
"Е731","Катар 2026 – Формула 1 Гран При (от Варна, 3 нощувки, вариант 2)","1493","6","0.477","0.15","1","1","0","Belprego Travel","1086","121-1086","1493.00","QATAR 2026 - FORMULA 1 GRAND PRIX - от Варна 3 Нощувки - хотел 5* - NORTH GRANDSTAND"
"Е551","Перу – Лима, Наска, Аракипа, Титикака и Мачу Пикчу","3545","13","0.471","0.14","1","1","0","Rual Travel","4551","31-4551","3545.00","Перу"
"П549","Халкидики – Касандра, почивки на море (автобус)","239","7","0.471","0.14","1","1","0","Emerald Travel","500","123-500","238.00","Почивка на Халкидики - Ситония, Гърция с автобус от София и Пловдив - 7 нощувки"
"Е704","Почивка на остров Тасос","219","3","0.471","0.14","1","1","0","Bohemia","1100020118","21-1100020118","221.20","Нова година на остров Лефкада - хотел &quot;Ianos&quot; 3* - 3 нощувки - със собствен транспорт"
"Е531","Солна мина Униреа – Букурещ – СПА Терме","175","2","0.468","0.22","0.7","1","0.43","AdvenTour","449","138-449","178.00","ПРЕДКОЛЕДЕН УИКЕНД 2026 в Букурещ. Терме СПА, Коледен базар с опция за Солна мина Слъник и  Музей Цириак – от Пловдив, Стара Загора, Казанлък, Габрово, Велико Търново и Русе"
"Е717","Лисабон и остров Мадейра","1882","7","0.465","0.25","1","0.5","0","2МКО","1793","20-1793","1881.55","ЛИСАБОН И  ПОРТО"
"Е207","Виетнам – Ханой, Хюе, Хой Ан, Дананг, Златния мост и Сайгон","2894","8","0.463","0.13","1","1","0","2МКО","218","20-218","2893.91","ВИЕТНАМ"
"П1149","Египетски Малдиви – Алмаза Бей","730","7","0.454","0.44","0.4","1","0","Abax.bg","3013","109-3013","803.75","Египетски Малдиви - Алмаза Бей - синьо, спокойно и безкрайно красиво с полет от София"
"Е663","Катар 2026 – Формула 1 Гран При (7 нощувки, хотел 4★)","1179","7","0.445","0.09","1","1","0","Belprego Travel","1015","121-1015","1179.04","QATAR 2026 - FORMULA 1 GRAND PRIX - 7 Нощувки - хотел 4* - NORTH GRANDSTAND"
"Е661","Катар 2026 – Формула 1 Гран При (4 нощувки, хотел 4★)","1610","4","0.445","0.09","1","1","0","Belprego Travel","803","121-803","1610.00","QATAR 2026 - FORMULA 1 GRAND PRIX - 4 Нощувки - хотел 4* - T16 GRANDSTAND"
"Е662","Катар 2026 – Формула 1 Гран При (7 нощувки, хотел 4★, вариант 2)","1278","7","0.442","0.08","1","1","0","Belprego Travel","1016","121-1016","1278.23","QATAR 2026 - FORMULA 1 GRAND PRIX - 7 Нощувки - хотел 4* - MAIN GRANDSTAND"
"Е660","Катар 2026 – Формула 1 Гран При (4 нощувки, хотел 4★, вариант 2)","1872","4","0.442","0.08","1","1","0","Belprego Travel","1010","121-1010","1872.00","QATAR 2026 - FORMULA 1 GRAND PRIX - 4 Нощувки - хотел 4* - NORTH GRANDSTAND"
"Е250","Екскурзия – Остров Бали (7 екскурзии включени в цената)","2290","8","0.44","0.2","1","0.5","0","Bohemia","6000005133","21-6000005133","2275.00","Почивка на остров Мавриций"
"Е681","Виетнам – Златния мост, Халонг, Ханой, Хой Ан и почивка на о-в Фу Куок","3590","12","0.436","0.07","1","1","0","Alexander Tour","958","55-958","3600.00","ТРИТЕ БИСЕРА НА АЗИЯ - ТАЙЛАНД, КАМБОДЖА, ВИЕТНАМ - ФЕВРУАРИ 2027"
"П1124","Загадъчна Сицилия + бонус 3 екскурзии (Athena Resort 4★)","921","7","0.432","0.63","0","1","0","Abax.bg","3083","109-3083","690.76","Загадъчна Сицилия + БОНУС 3 екскурзии - Athena Resort Village 4* Superior полет от София"
"Е613","САЩ – Бостън, Ню Йорк, Вашингтон, Маями + Торонто и Ниагара","5190","12","0.429","0.17","0.7","1","0.3","Bohemia","6000005513","21-6000005513","4939.00","Екскурзия в САЩ и КАНАДА - Американският Изток, Ниагара и най-доброто от Канада!"
"П1073","Скритите съкровища на Тенерифе (чартър от София 2026)","880","6","0.427","0.29","0.7","0.5","0.29","Abax.bg","3003","109-3003","915.21","Португалия от А до Я 2026 - полет от София - хотели 3*/4*"
"П1158","Сейшелите – екзотична почивка сред райски плажове","1710","7","0.423","0.17","1","0.5","0","Abax.bg","3208","109-3208","1695.44","Екзотична Почивка на о-в Пукет - 8 нощувки"
"П456","Почивки на о-в Закинтос – Лято 2026","528","6","0.423","0.33","0.7","0.5","0","Go2Holiday","843","85-843","544.53","Лято 2026 | Бодрум, Турция с полет от София"
"Е197","Тоскана – романтична въздишка","715","7","0.42","0","1","1","0.2","Bohemia","6000005394","21-6000005394","709.00","Почивка в ИТАЛИЯ - Калабрия, Тропеа - с полет до Ламеция Терме"
"П962","В ритъма на доминиканското слънце – Пунта Кана","1160","7","0.4","0","1","1","0","Bohemia","6000001685","21-6000001685","1149.00","Екскурзия в МАРОКО - имперските градове - със самолет, водач от България! Отстъпки за ранни записвания!"
"Е404","САЩ – Западен бряг","2965","12","0.4","0","1","1","0","Abax.bg","3202","109-3202","2950.00","КОЛЕДА И НОВА ГОДИНА: Вкусът на Азия -Виетнам и Камбоджа - 12 нощувки"
"Е380","САЩ и Канада – Новият свят","3579","13","0.4","0","1","1","0","Rual Travel","4551","31-4551","3545.00","Перу"
"П554","Луксозна почивка в Албания","655","7","0.4","0","1","1","0","RAD Festa","5582","30-5582","650.00","Автобусна почивка в Гърция 2026 – хотел Stavros Beach"
"П735","Почивка в Белек (самолет от Пловдив, петък)","527","7","0.4","0","1","1","0","AnaTravel","831","26-831","522.00","Почивка на Остров Закинтос - Перлата на Йонийските острови, с възможност за посещение на остров Кефалония седем нощувки със закуски и вечери"
"Е173","Амалфийска ривиера – Амалфи и крайбрежие","618","7","0.4","0","1","1","0","Bohemia","6000000135","21-6000000135","613.00","Екскурзия в Турция - Перлите на Егея, Бергама – Ефес – Кушадасъ – Бодрум – Мармарис  – Памуккале – Измир"
"Е196","Лазурен бряг и Италианска ривиера","664","7","0.4","0","1","1","0","Doris","554","111-554","662.00","Почивка в Пулия - Бари, Алберобело, Матера"
"Е437","Истанбул и Кападокия – запомнящо преживяване","327","7","0.4","0","1","1","0","AQUA TOUR","1854","97-1854","324.00","КЕМЕР - ЛЯТО 2026 САМОЛЕТНА ПРОГРАМА - ДЕН ВТОРНИК - 7 НОЩУВКИ"
"Е689","Кападокия – Бурса – Ескишехир – Анкара","456","5","0.4","0","1","1","0","AnaTravel","859","26-859","459.00","Петзвездна почивка на ОСТРОВ ЛЕФКАДА IONIAN BLUE RESORT & SPA 5* - 5 нощувки със закуски и вечери"
"Е226","Ирландия – 40 нюанса зелено","1739","7","0.4","0","1","1","0","PREMIO TRAVEL","536","92-536","1737.88","ШОТЛАНДИЯ – ДУШАТА НА ВИСОКАТА ЗЕМЯ"
"П953","Нова година 2026 в Рованиеми, Лапландия","2298","5","0.396","0.11","1","0.5","0","Belprego Travel","1012","121-1012","2305.00","QATAR 2026 - FORMULA 1 GRAND PRIX - 4 Нощувки - хотел 5* - MAIN GRANDSTAND"
"Е595","Катар 2026 – Формула 1 Гран При (4 нощувки, хотел 4★, премиум)","1997","4","0.392","0.25","0.7","0.5","0.11","Belprego Travel","1150","121-1150","1900.00","Формула 1 в Азербайджан 2026 от София"
"Е301","Китай – Необятно разнообразие","1845","11","0.318","0.08","1","0","0","Odans Travel","1108","11-1108","1860.00","Екскурзия Китай - Шанхай, Жужияо, Пекин, Забраненият  град, Великата китайска стена ПОТВЪРДЕНИ ГРУПИ"
